line_idx,rec_idx,bbox
5,61,"[680, 883, 982, 1671]"
5,61,"[744, 859, 983, 1663]"
5,61,"[641, 879, 808, 1148]"
5,61,"[653, 964, 849, 1953]"
5,61,"[754, 1874, 875, 2176]"
5,61,"[552, 1539, 1143, 1970]"
5,61,"[845, 1895, 1002, 1946]"
5,61,"[647, 1939, 1001, 2044]"
5,61,"[757, 1974, 1001, 2231]"
5,61,"[763, 1490, 1274, 2218]"
5,61,"[839, 2004, 1180, 2185]"
5,61,"[799, 2049, 1005, 2197]"
5,61,"[868, 1872, 1007, 2206]"
5,61,"[694, 1812, 1307, 2107]"
5,61,"[1052, 1733, 1312, 1784]"
5,61,"[741, 1760, 897, 1830]"
5,61,"[734, 1763, 1235, 1809]"
5,61,"[607, 1715, 1311, 1869]"
5,61,"[737, 1805, 977, 1864]"
5,61,"[1045, 1675, 1217, 1835]"
5,61,"[741, 1787, 1266, 1889]"
5,61,"[862, 1607, 1000, 1880]"
5,61,"[849, 1513, 1143, 1910]"
5,61,"[620, 1783, 1307, 2216]"
5,61,"[746, 2107, 1141, 2216]"
5,61,"[623, 2072, 1133, 2182]"
5,61,"[690, 2085, 1006, 2179]"
5,61,"[669, 1451, 1316, 2140]"
5,61,"[633, 2071, 918, 2219]"
5,62,"[532, 1493, 1236, 1758]"
5,62,"[737, 1506, 1069, 1864]"
5,62,"[879, 931, 1157, 1759]"
5,62,"[607, 1058, 1090, 1869]"
5,62,"[754, 829, 1173, 2176]"
5,62,"[847, 1533, 1138, 1691]"
5,62,"[526, 1451, 1316, 1602]"
5,62,"[639, 967, 887, 1598]"
5,62,"[573, 1083, 1046, 2182]"
5,62,"[521, 1532, 1311, 1796]"
5,62,"[673, 1521, 1133, 2113]"
5,62,"[739, 1548, 1217, 1829]"
5,62,"[895, 1048, 1266, 2156]"
5,62,"[871, 1004, 1307, 1824]"
5,62,"[733, 1668, 1236, 1953]"
5,62,"[478, 965, 818, 1568]"
5,62,"[578, 1528, 1303, 1758]"
5,62,"[674, 1051, 1228, 1860]"
5,62,"[565, 1449, 981, 1751]"
5,62,"[864, 1436, 1144, 1852]"
5,62,"[884, 968, 1136, 1723]"
5,62,"[651, 1464, 1250, 1835]"
5,62,"[607, 1056, 1276, 1772]"
5,62,"[572, 1628, 1312, 1770]"
5,62,"[617, 875, 899, 1671]"
5,62,"[610, 969, 1006, 1672]"
5,62,"[541, 837, 658, 1718]"
5,62,"[532, 964, 816, 1830]"
5,62,"[633, 841, 865, 969]"
5,62,"[836, 859, 1309, 1656]"
5,62,"[641, 1008, 1184, 1647]"
5,62,"[598, 1095, 1222, 1782]"
5,62,"[761, 879, 1097, 1637]"
5,62,"[651, 1606, 1158, 1784]"
5,62,"[690, 1055, 923, 2179]"
5,62,"[791, 1567, 1200, 1953]"
5,62,"[614, 1010, 1241, 1670]"
5,62,"[552, 1002, 1138, 1809]"
5,62,"[734, 1005, 1306, 1801]"
5,62,"[453, 970, 1318, 1562]"
5,62,"[724, 924, 1235, 1808]"
5,62,"[575, 917, 797, 1698]"
5,62,"[512, 842, 1090, 1610]"
5,62,"[793, 896, 1077, 1695]"
5,62,"[835, 1087, 1254, 2170]"
5,62,"[534, 920, 1013, 1822]"
5,62,"[655, 1094, 1188, 1675]"
5,62,"[506, 969, 1258, 1885]"
5,62,"[647, 1492, 806, 2044]"
5,62,"[819, 1759, 994, 2134]"
5,62,"[540, 1553, 1312, 2053]"
5,62,"[803, 1872, 1002, 2023]"
5,62,"[736, 888, 1001, 2231]"
5,62,"[799, 850, 965, 2104]"
5,62,"[845, 1697, 1228, 2197]"
5,62,"[620, 1864, 997, 2208]"
5,62,"[581, 871, 1058, 1917]"
5,62,"[490, 1490, 1034, 1805]"
5,62,"[693, 1411, 1234, 2219]"
5,62,"[552, 1539, 1014, 2063]"
5,62,"[609, 1926, 839, 2138]"
5,62,"[579, 965, 1143, 2061]"
5,62,"[648, 1426, 956, 2216]"
5,62,"[692, 878, 1180, 2185]"
5,62,"[689, 865, 1030, 2098]"
5,62,"[586, 969, 750, 1832]"
5,62,"[648, 1607, 1000, 1785]"
5,62,"[812, 1827, 1001, 2216]"
5,62,"[773, 1005, 957, 2127]"
5,62,"[633, 1678, 993, 2114]"
5,62,"[610, 1513, 937, 2107]"
5,62,"[708, 1468, 1303, 1700]"
5,62,"[829, 1010, 1143, 1864]"
5,62,"[790, 1490, 1274, 1910]"
5,62,"[544, 1014, 1192, 1989]"
5,62,"[590, 970, 1051, 2035]"
5,62,"[705, 1812, 1307, 2206]"
5,62,"[669, 2046, 1141, 2152]"
5,62,"[648, 1099, 846, 2216]"
5,63,"[757, 896, 1039, 2035]"
5,63,"[512, 876, 1013, 2231]"
5,63,"[1011, 898, 1184, 1610]"
5,63,"[534, 920, 890, 2023]"
5,63,"[714, 841, 1254, 2156]"
5,63,"[860, 1606, 1049, 2206]"
5,63,"[690, 879, 818, 2208]"
5,63,"[633, 1095, 1097, 2114]"
5,63,"[812, 1734, 1222, 2216]"
5,63,"[641, 1008, 1184, 2176]"
5,63,"[778, 1004, 1309, 1633]"
5,63,"[633, 917, 918, 1663]"
5,63,"[741, 1788, 1234, 2218]"
5,63,"[532, 837, 681, 2153]"
5,63,"[839, 1567, 1200, 2185]"
5,63,"[570, 1059, 743, 2044]"
5,63,"[617, 875, 1007, 2053]"
5,63,"[799, 1733, 1312, 2197]"
5,63,"[610, 969, 1006, 1672]"
5,63,"[669, 1436, 1144, 2140]"
5,63,"[705, 1455, 977, 1994]"
5,63,"[923, 1449, 1141, 2152]"
5,63,"[521, 1491, 1228, 1741]"
5,63,"[810, 1812, 918, 2170]"
5,63,"[586, 1521, 945, 1912]"
5,63,"[737, 1442, 1090, 1864]"
5,63,"[981, 1446, 1192, 2113]"
5,63,"[708, 1552, 815, 1889]"
5,63,"[871, 1583, 1307, 2127]"
5,63,"[862, 1678, 1266, 1880]"
5,63,"[886, 1548, 1312, 1829]"
5,63,"[609, 1641, 1303, 1832]"
5,63,"[1061, 1464, 1250, 1864]"
5,63,"[760, 1528, 1307, 1879]"
5,63,"[575, 917, 1069, 2032]"
5,63,"[568, 1055, 1276, 1885]"
5,63,"[623, 1524, 1318, 2182]"
5,63,"[693, 1005, 1052, 2219]"
5,63,"[552, 1002, 1138, 1809]"
5,63,"[614, 1010, 907, 1989]"
5,63,"[668, 1474, 1105, 1987]"
5,63,"[506, 969, 956, 1945]"
5,63,"[623, 1490, 1228, 1917]"
5,63,"[526, 1493, 1236, 1602]"
5,63,"[573, 1561, 1143, 1900]"
5,63,"[639, 1426, 914, 1916]"
5,63,"[552, 1555, 1311, 1970]"
5,63,"[729, 1411, 1138, 2138]"
5,63,"[845, 1532, 1173, 1946]"
5,63,"[694, 1558, 1235, 2107]"
5,63,"[674, 1051, 852, 1695]"
5,63,"[884, 968, 1000, 1655]"
5,63,"[734, 970, 1051, 1801]"
5,63,"[453, 970, 1157, 1759]"
5,63,"[870, 850, 1258, 1638]"
5,63,"[651, 964, 947, 1729]"
5,63,"[490, 865, 1058, 1805]"
5,63,"[607, 883, 865, 1751]"
5,63,"[692, 878, 937, 1565]"
5,63,"[610, 1675, 1136, 2006]"
5,63,"[540, 1659, 1303, 1795]"
5,63,"[572, 965, 1316, 1717]"
5,63,"[813, 924, 920, 1691]"
5,63,"[478, 1014, 811, 1953]"
5,63,"[828, 1056, 1306, 1707]"
5,63,"[689, 917, 1051, 1056]"
5,63,"[532, 1014, 793, 1758]"
5,63,"[660, 1083, 1252, 2001]"
5,63,"[590, 859, 1188, 1788]"
5,63,"[586, 1008, 1274, 1728]"
5,63,"[740, 888, 927, 1059]"
5,63,"[704, 969, 1034, 1766]"
5,63,"[578, 842, 897, 1797]"
5,63,"[648, 883, 982, 1785]"
5,63,"[581, 871, 846, 1965]"
5,63,"[655, 1089, 923, 1953]"
5,63,"[740, 1635, 1241, 1988]"
5,63,"[541, 1667, 1158, 1784]"
5,63,"[773, 829, 1276, 1567]"
5,64,"[812, 1089, 1252, 2216]"
5,64,"[607, 1056, 1228, 1574]"
5,64,"[981, 1446, 1235, 2185]"
5,64,"[568, 924, 836, 1631]"
5,64,"[506, 888, 927, 1018]"
5,64,"[699, 1010, 1250, 1801]"
5,64,"[614, 1597, 1241, 1900]"
5,64,"[633, 1675, 1138, 2114]"
5,64,"[552, 1426, 914, 2208]"
5,64,"[453, 970, 855, 1743]"
5,64,"[581, 871, 1025, 2006]"
5,64,"[552, 1524, 1318, 1970]"
5,64,"[694, 1005, 1174, 2107]"
5,64,"[739, 1058, 1083, 2095]"
5,64,"[578, 1493, 1236, 2218]"
5,64,"[526, 1010, 883, 2063]"
5,64,"[521, 1051, 734, 1785]"
5,64,"[490, 1766, 879, 1869]"
5,64,"[573, 1483, 991, 1685]"
5,64,"[673, 931, 1051, 2023]"
5,64,"[704, 969, 1184, 1510]"
5,64,"[647, 1490, 1274, 2044]"
5,64,"[586, 1506, 1069, 2035]"
5,64,"[532, 1497, 1199, 2231]"
5,64,"[590, 1474, 1105, 1987]"
5,64,"[831, 970, 1157, 1989]"
5,64,"[799, 1901, 956, 2104]"
5,64,"[884, 968, 1144, 1478]"
5,64,"[623, 1490, 1138, 2098]"
5,64,"[845, 1513, 937, 2206]"
5,64,"[909, 829, 1173, 1569]"
5,64,"[660, 917, 1034, 2001]"
5,64,"[565, 1491, 920, 1751]"
5,64,"[639, 878, 1002, 1943]"
5,64,"[769, 967, 981, 1595]"
5,64,"[736, 1492, 1007, 2053]"
5,64,"[833, 1455, 1311, 1796]"
5,64,"[540, 1755, 1005, 2197]"
5,64,"[807, 1513, 986, 2127]"
5,64,"[610, 964, 870, 1885]"
5,64,"[828, 969, 1222, 1782]"
5,64,"[724, 883, 1141, 2152]"
5,64,"[609, 1553, 1312, 1832]"
5,64,"[541, 1636, 1143, 1864]"
5,64,"[741, 1847, 997, 2134]"
5,64,"[593, 837, 875, 1953]"
5,64,"[532, 883, 865, 1965]"
5,64,"[649, 842, 942, 1797]"
5,64,"[736, 1095, 1000, 1830]"
5,64,"[702, 1059, 1316, 2113]"
5,64,"[778, 1013, 985, 1879]"
5,64,"[633, 917, 993, 1953]"
5,64,"[736, 1628, 1228, 1773]"
5,64,"[651, 924, 1312, 1770]"
5,64,"[572, 875, 945, 1912]"
5,64,"[761, 850, 1006, 2156]"
5,64,"[862, 1606, 1049, 1880]"
5,64,"[680, 1629, 1303, 2170]"
5,64,"[623, 1099, 846, 2182]"
5,64,"[714, 841, 1303, 1739]"
5,64,"[598, 1602, 1184, 1713]"
5,64,"[669, 1669, 1192, 2140]"
5,64,"[782, 865, 1039, 1917]"
5,64,"[690, 1008, 779, 2179]"
5,64,"[792, 1591, 1309, 1988]"
5,64,"[655, 1004, 1013, 1617]"
5,64,"[575, 859, 972, 1822]"
5,64,"[620, 1629, 1188, 2153]"
5,64,"[586, 1008, 873, 2032]"
5,64,"[739, 1599, 1258, 1734]"
5,64,"[534, 920, 891, 2216]"
5,64,"[754, 1567, 1254, 2176]"
5,64,"[478, 876, 1307, 1850]"
5,64,"[544, 965, 994, 1089]"
5,64,"[740, 1548, 1090, 1698]"
5,64,"[693, 1567, 1200, 2219]"
5,64,"[910, 898, 1266, 1831]"
5,64,"[641, 1008, 1307, 1824]"
5,65,"[565, 850, 923, 1989]"
5,65,"[586, 1008, 734, 2044]"
5,65,"[907, 223, 1001, 1987]"
5,65,"[668, 226, 912, 1560]"
5,65,"[747, 187, 1029, 261]"
5,65,"[942, 189, 1274, 1913]"
5,65,"[900, 1474, 1143, 1864]"
5,65,"[578, 189, 1077, 1758]"
5,65,"[521, 1051, 1192, 1716]"
5,65,"[609, 1685, 947, 1994]"
5,65,"[704, 969, 1307, 1860]"
5,65,"[586, 970, 1303, 1739]"
5,65,"[886, 1539, 1266, 1831]"
5,65,"[478, 305, 960, 1970]"
5,65,"[959, 299, 1312, 1600]"
5,65,"[841, 299, 1138, 1448]"
5,65,"[819, 1583, 1307, 1916]"
5,65,"[581, 871, 1034, 1917]"
5,65,"[692, 1048, 994, 2032]"
5,65,"[744, 965, 1143, 1900]"
5,65,"[739, 305, 1069, 1734]"
5,65,"[1045, 1641, 1217, 1835]"
5,65,"[651, 338, 914, 1743]"
5,65,"[579, 965, 1236, 1707]"
5,65,"[867, 265, 956, 1945]"
5,65,"[756, 264, 994, 1880]"
5,65,"[873, 215, 1086, 1912]"
5,65,"[736, 216, 1052, 1943]"
5,65,"[923, 225, 1228, 1741]"
5,65,"[708, 1552, 1303, 1723]"
5,65,"[741, 300, 896, 1946]"
5,65,"[828, 265, 1077, 1852]"
5,65,"[623, 1436, 1144, 1636]"
5,65,"[736, 266, 1058, 1773]"
5,65,"[607, 1607, 1000, 1885]"
5,65,"[781, 267, 1250, 1498]"
5,65,"[575, 190, 1188, 1675]"
5,65,"[620, 1591, 873, 2216]"
5,65,"[534, 920, 1013, 1822]"
5,65,"[655, 865, 1030, 1988]"
5,65,"[669, 896, 1254, 2140]"
5,65,"[693, 898, 1077, 2219]"
5,65,"[512, 876, 1090, 1610]"
5,65,"[729, 1648, 852, 2138]"
5,65,"[506, 924, 836, 1631]"
5,65,"[607, 1056, 1228, 2095]"
5,65,"[812, 1089, 1276, 2216]"
5,65,"[568, 1005, 1306, 1665]"
5,65,"[694, 1002, 1318, 2107]"
5,65,"[453, 970, 1138, 1809]"
5,65,"[610, 1010, 818, 2208]"
5,65,"[614, 1597, 1241, 2114]"
5,65,"[734, 888, 1200, 1801]"
5,65,"[649, 841, 1252, 1772]"
5,65,"[651, 879, 918, 2170]"
5,65,"[740, 883, 1049, 1645]"
5,65,"[623, 1095, 1222, 2182]"
5,65,"[598, 1055, 1097, 1713]"
5,65,"[754, 883, 1184, 2176]"
5,65,"[641, 1004, 983, 1953]"
5,65,"[690, 1591, 1309, 2179]"
5,65,"[836, 859, 1158, 1784]"
5,65,"[532, 1644, 1133, 2113]"
5,65,"[593, 837, 1141, 2152]"
5,65,"[541, 1636, 913, 2134]"
5,65,"[808, 969, 1006, 1797]"
5,65,"[610, 1059, 1316, 1672]"
5,65,"[653, 964, 1312, 2127]"
5,65,"[617, 875, 1006, 2156]"
5,65,"[572, 924, 899, 1717]"
5,65,"[633, 917, 1235, 1830]"
5,65,"[552, 151, 922, 2061]"
5,65,"[490, 1561, 991, 1805]"
5,65,"[692, 152, 1019, 922]"
5,65,"[643, 144, 1157, 1759]"
5,65,"[639, 1554, 1180, 2185]"
5,65,"[606, 119, 919, 968]"
5,65,"[769, 114, 1007, 2053]"
5,65,"[526, 1564, 840, 2063]"
5,65,"[866, 147, 1184, 1510]"
5,65,"[532, 1506, 1069, 1864]"
5,65,"[757, 183, 868, 2035]"
5,65,"[733, 108, 1199, 2231]"
5,65,"[696, 181, 846, 2023]"
5,65,"[637, 183, 1236, 1534]"
5,65,"[592, 184, 1234, 2218]"
5,65,"[590, 1689, 1311, 1796]"
5,65,"[540, 1539, 1083, 2104]"
5,65,"[602, 107, 920, 1691]"
5,65,"[773, 104, 878, 185]"
5,65,"[672, 110, 1138, 2206]"
5,65,"[706, 143, 974, 2098]"
5,65,"[660, 1532, 1173, 2001]"
5,65,"[813, 967, 1005, 2197]"
5,66,"[590, 1426, 1234, 2218]"
5,66,"[581, 871, 896, 1946]"
5,66,"[733, 1048, 1133, 2113]"
5,66,"[694, 1539, 1014, 2107]"
5,66,"[803, 1901, 956, 2170]"
5,66,"[660, 1864, 997, 2098]"
5,66,"[647, 1689, 891, 2179]"
5,66,"[791, 1724, 1034, 2095]"
5,66,"[552, 969, 750, 1970]"
5,66,"[705, 850, 923, 2035]"
5,66,"[623, 2134, 1001, 2231]"
5,66,"[746, 1474, 1105, 2216]"
5,66,"[740, 1008, 1274, 1912]"
5,66,"[736, 1483, 965, 2061]"
5,66,"[544, 1014, 1312, 1943]"
5,66,"[540, 1725, 890, 2219]"
5,66,"[669, 917, 826, 2140]"
5,66,"[648, 865, 1030, 2216]"
5,66,"[782, 1881, 1007, 2197]"
5,66,"[620, 1490, 763, 2153]"
5,66,"[633, 970, 1051, 2114]"
5,66,"[849, 1451, 1316, 2127]"
5,66,"[763, 1005, 1228, 2063]"
5,66,"[610, 1013, 928, 2206]"
5,66,"[736, 1729, 913, 2134]"
5,66,"[579, 888, 1180, 2185]"
5,66,"[490, 878, 774, 1965]"
5,66,"[819, 1853, 1143, 2152]"
5,66,"[799, 1411, 1138, 2156]"
5,66,"[984, 152, 1158, 1784]"
5,66,"[740, 183, 868, 1698]"
5,66,"[512, 183, 1199, 1537]"
5,66,"[637, 181, 1090, 1610]"
5,66,"[532, 898, 1236, 1758]"
5,66,"[592, 147, 989, 1869]"
5,66,"[526, 931, 1051, 1685]"
5,66,"[793, 151, 1254, 1695]"
5,66,"[741, 1083, 1046, 1830]"
5,66,"[810, 186, 917, 1860]"
5,66,"[521, 1532, 617, 1758]"
5,66,"[541, 224, 1138, 1809]"
5,66,"[668, 226, 743, 1560]"
5,66,"[593, 187, 1029, 883]"
5,66,"[532, 189, 1077, 1680]"
5,66,"[714, 189, 1002, 883]"
5,66,"[737, 1513, 1200, 1864]"
5,66,"[573, 969, 1054, 1910]"
5,66,"[734, 153, 1138, 1801]"
5,66,"[506, 107, 788, 1099]"
5,66,"[614, 1532, 1235, 1808]"
5,66,"[773, 104, 1252, 1772]"
5,66,"[699, 1010, 1241, 1670]"
5,66,"[568, 1055, 1276, 1567]"
5,66,"[453, 970, 1306, 1665]"
5,66,"[607, 1005, 1318, 1562]"
5,66,"[668, 143, 836, 1631]"
5,66,"[639, 144, 1039, 1598]"
5,66,"[606, 146, 1013, 1822]"
5,66,"[534, 114, 919, 966]"
5,66,"[733, 108, 873, 1628]"
5,66,"[847, 1629, 1311, 1796]"
5,66,"[575, 110, 893, 1593]"
5,66,"[813, 152, 1157, 1759]"
5,66,"[655, 147, 1083, 1578]"
5,66,"[565, 222, 897, 1797]"
5,66,"[598, 1548, 1097, 1713]"
5,66,"[478, 1014, 1266, 1831]"
5,66,"[736, 1095, 1117, 1734]"
5,66,"[895, 1048, 1307, 1829]"
5,66,"[803, 883, 1303, 1835]"
5,66,"[907, 223, 1250, 1645]"
5,66,"[651, 305, 1069, 1743]"
5,66,"[760, 1468, 1184, 1625]"
5,66,"[741, 1668, 1236, 1889]"
5,66,"[586, 859, 1307, 1850]"
5,66,"[609, 1591, 1309, 1864]"
5,66,"[885, 1004, 1258, 1729]"
5,66,"[781, 1099, 993, 1879]"
5,66,"[708, 1552, 1303, 1880]"
5,66,"[810, 883, 1184, 1885]"
5,66,"[724, 1056, 1000, 1655]"
5,66,"[641, 299, 1020, 1656]"
5,66,"[572, 338, 850, 1717]"
5,66,"[607, 266, 1027, 1852]"
5,66,"[651, 267, 1144, 1701]"
5,66,"[867, 265, 1312, 1770]"
5,66,"[617, 264, 1136, 1723]"
5,66,"[653, 215, 1086, 1009]"
5,66,"[610, 216, 1052, 1672]"
5,66,"[702, 225, 1027, 1663]"
5,66,"[633, 265, 1077, 1051]"
5,66,"[778, 299, 937, 1102]"
5,66,"[744, 300, 1059, 1487]"
5,66,"[833, 305, 1090, 1477]"
5,67,"[655, 883, 983, 1138]"
5,67,"[649, 842, 1077, 1056]"
5,67,"[699, 859, 1006, 2156]"
5,67,"[453, 879, 975, 1133]"
5,67,"[702, 969, 1006, 1102]"
5,67,"[534, 875, 703, 969]"
5,67,"[512, 841, 836, 969]"
5,67,"[641, 883, 865, 1148]"
5,67,"[506, 917, 819, 2176]"
5,67,"[648, 865, 1030, 2216]"
5,67,"[740, 896, 1141, 2152]"
5,67,"[544, 837, 899, 1057]"
5,67,"[693, 1002, 1192, 2219]"
5,67,"[744, 300, 880, 1009]"
5,67,"[941, 265, 1138, 1448]"
5,67,"[896, 265, 1058, 1095]"
5,67,"[623, 264, 1051, 1528]"
5,67,"[960, 215, 1086, 266]"
5,67,"[736, 223, 961, 1537]"
5,67,"[704, 224, 912, 1011]"
5,67,"[880, 299, 1020, 341]"
5,67,"[586, 850, 923, 1462]"
5,67,"[609, 1678, 993, 1994]"
5,67,"[708, 1099, 846, 1636]"
5,67,"[579, 965, 1228, 1741]"
5,67,"[828, 1056, 1312, 1600]"
5,67,"[478, 1014, 1303, 1739]"
5,67,"[692, 338, 994, 2032]"
5,67,"[581, 305, 1069, 1625]"
5,67,"[746, 187, 1029, 2208]"
5,67,"[689, 108, 877, 968]"
5,67,"[672, 110, 1005, 2197]"
5,67,"[773, 147, 928, 2206]"
5,67,"[706, 104, 887, 1010]"
5,67,"[602, 107, 871, 2216]"
5,67,"[568, 829, 974, 1099]"
5,67,"[858, 888, 1052, 1140]"
5,67,"[606, 119, 1051, 973]"
5,67,"[643, 144, 1077, 1099]"
5,67,"[915, 189, 1105, 1512]"
5,67,"[815, 183, 1001, 2231]"
5,67,"[668, 183, 817, 260]"
5,67,"[637, 183, 1046, 1129]"
5,67,"[592, 147, 1234, 2218]"
5,67,"[692, 151, 1019, 922]"
5,67,"[696, 153, 1180, 2185]"
5,67,"[680, 1602, 1184, 2170]"
5,67,"[736, 1580, 1013, 2061]"
5,67,"[573, 1539, 1014, 1628]"
5,67,"[541, 1659, 1307, 1824]"
5,67,"[639, 1554, 890, 1917]"
5,67,"[741, 1648, 891, 1889]"
5,67,"[763, 1725, 890, 2063]"
5,67,"[526, 1564, 897, 1970]"
5,67,"[651, 1468, 1199, 1701]"
5,67,"[860, 1573, 1090, 2098]"
5,67,"[572, 1567, 1254, 1717]"
5,67,"[799, 1493, 1236, 2104]"
5,67,"[607, 1724, 1034, 2053]"
5,67,"[810, 1490, 1274, 1885]"
5,67,"[757, 1675, 1136, 2035]"
5,67,"[552, 1603, 1138, 1912]"
5,67,"[578, 1532, 1235, 1808]"
5,67,"[532, 1702, 1307, 1850]"
5,67,"[916, 1530, 1252, 1772]"
5,67,"[942, 1523, 1276, 1913]"
5,67,"[1083, 1524, 1318, 1864]"
5,67,"[668, 1533, 1138, 1631]"
5,67,"[819, 1659, 1303, 1987]"
5,67,"[734, 1668, 1236, 1880]"
5,67,"[833, 1555, 1188, 1675]"
5,67,"[614, 1539, 1083, 1734]"
5,67,"[651, 1635, 1241, 1879]"
5,67,"[921, 1761, 1311, 2095]"
5,67,"[647, 1736, 957, 2127]"
5,67,"[610, 1442, 1090, 1988]"
5,67,"[521, 1532, 1097, 2134]"
5,67,"[570, 1636, 1002, 2006]"
5,67,"[660, 1446, 1059, 2138]"
5,67,"[565, 1491, 956, 2140]"
5,67,"[744, 1606, 1049, 1860]"
5,67,"[690, 1449, 981, 2179]"
5,67,"[733, 1455, 930, 1953]"
5,67,"[623, 1733, 1312, 2182]"
5,67,"[864, 1436, 1222, 1852]"
5,67,"[609, 1451, 1316, 2113]"
5,67,"[586, 1513, 986, 1568]"
5,67,"[737, 1567, 1200, 1864]"
5,67,"[490, 1591, 1309, 1805]"
5,67,"[633, 1464, 1250, 2114]"
5,67,"[590, 1749, 1174, 1946]"
5,67,"[598, 1506, 1069, 2107]"
5,67,"[620, 1528, 1157, 2153]"
5,67,"[532, 1513, 937, 1795]"
5,68,"[702, 898, 1077, 1462]"
5,68,"[512, 875, 873, 1628]"
5,68,"[623, 1002, 1025, 1913]"
5,68,"[782, 1524, 1318, 1989]"
5,68,"[633, 917, 965, 1671]"
5,68,"[534, 920, 1138, 1945]"
5,68,"[552, 1005, 1052, 1994]"
5,68,"[741, 1411, 1254, 1830]"
5,68,"[714, 841, 1090, 1912]"
5,68,"[668, 1567, 1200, 1916]"
5,68,"[570, 896, 1039, 1943]"
5,68,"[506, 917, 806, 1537]"
5,68,"[828, 1580, 1312, 1822]"
5,68,"[610, 1597, 896, 1946]"
5,68,"[532, 969, 1006, 1680]"
5,68,"[552, 837, 1143, 1900]"
5,68,"[692, 1553, 1312, 2032]"
5,68,"[672, 110, 1276, 1567]"
5,68,"[586, 189, 1077, 1568]"
5,68,"[760, 189, 1020, 1566]"
5,68,"[737, 186, 965, 1864]"
5,68,"[918, 305, 1250, 1555]"
5,68,"[801, 183, 1069, 1549]"
5,68,"[732, 183, 1174, 1835]"
5,68,"[880, 299, 1303, 1739]"
5,68,"[668, 226, 1199, 1537]"
5,68,"[867, 215, 1086, 1500]"
5,68,"[923, 216, 1052, 1488]"
5,68,"[810, 267, 1144, 1860]"
5,68,"[565, 223, 1027, 1532]"
5,68,"[879, 226, 1090, 1477]"
5,68,"[776, 224, 977, 1852]"
5,68,"[521, 222, 880, 1566]"
5,68,"[637, 181, 734, 1560]"
5,68,"[607, 1552, 893, 1869]"
5,68,"[775, 147, 1083, 1578]"
5,68,"[706, 143, 993, 1879]"
5,68,"[602, 104, 1143, 1864]"
5,68,"[609, 1058, 1138, 1832]"
5,68,"[1126, 1532, 1307, 1850]"
5,68,"[607, 1056, 1228, 1716]"
5,68,"[568, 1055, 935, 1885]"
5,68,"[733, 108, 1217, 1829]"
5,68,"[592, 184, 1236, 1684]"
5,68,"[894, 147, 1266, 1831]"
5,68,"[526, 152, 1019, 1602]"
5,68,"[876, 153, 1307, 1910]"
5,68,"[606, 144, 942, 1625]"
5,68,"[639, 119, 919, 1889]"
5,68,"[724, 114, 1311, 1796]"
5,68,"[573, 264, 831, 1663]"
5,68,"[648, 1626, 1306, 2216]"
5,68,"[689, 917, 923, 2104]"
5,68,"[453, 970, 1014, 2153]"
5,68,"[828, 1048, 1058, 1655]"
5,68,"[849, 1513, 1236, 1707]"
5,68,"[734, 924, 1034, 1801]"
5,68,"[655, 1094, 852, 2219]"
5,68,"[669, 1005, 1303, 2140]"
5,68,"[729, 1087, 1007, 2138]"
5,68,"[541, 970, 1051, 1718]"
5,68,"[540, 842, 713, 2001]"
5,68,"[490, 829, 1274, 1805]"
5,68,"[607, 1702, 994, 2098]"
5,68,"[651, 968, 921, 1743]"
5,68,"[578, 1675, 1136, 2216]"
5,68,"[532, 1051, 1007, 2095]"
5,68,"[648, 878, 1046, 1785]"
5,68,"[739, 1010, 991, 1734]"
5,68,"[694, 931, 1051, 2208]"
5,68,"[590, 1651, 1157, 1788]"
5,68,"[633, 967, 928, 2206]"
5,68,"[478, 1014, 1252, 1772]"
5,68,"[740, 1659, 1005, 2231]"
5,68,"[835, 1004, 1133, 2170]"
5,68,"[641, 1008, 1184, 1773]"
5,68,"[803, 1013, 1234, 2218]"
5,68,"[623, 850, 1097, 2182]"
5,68,"[736, 1095, 1316, 1728]"
5,68,"[647, 1918, 1180, 2185]"
5,68,"[579, 965, 1222, 2176]"
5,68,"[761, 879, 1105, 2063]"
5,68,"[690, 1008, 849, 2179]"
5,68,"[778, 1055, 1001, 1987]"
5,68,"[609, 1591, 1309, 1965]"
5,68,"[744, 924, 899, 2035]"
5,68,"[544, 865, 1030, 1766]"
5,68,"[581, 871, 865, 1701]"
5,68,"[586, 1008, 947, 2006]"
5,68,"[598, 1667, 1006, 2156]"
5,68,"[808, 888, 957, 2127]"
5,68,"[653, 964, 1258, 1784]"
5,68,"[572, 859, 1141, 2152]"
5,68,"[837, 883, 982, 2134]"
5,69,"[637, 152, 1199, 1537]"
5,69,"[607, 970, 1051, 1869]"
5,69,"[581, 153, 1058, 1095]"
5,69,"[592, 184, 1274, 1760]"
5,69,"[736, 147, 989, 1773]"
5,69,"[744, 1493, 1236, 1795]"
5,69,"[521, 222, 828, 1566]"
5,69,"[610, 865, 1316, 2006]"
5,69,"[565, 224, 912, 1532]"
5,69,"[792, 223, 961, 1988]"
5,69,"[609, 1013, 921, 1965]"
5,69,"[733, 225, 1027, 1953]"
5,69,"[544, 216, 1052, 1059]"
5,69,"[660, 187, 1029, 2001]"
5,69,"[704, 183, 1069, 1549]"
5,69,"[648, 186, 883, 1785]"
5,69,"[590, 183, 986, 1788]"
5,69,"[490, 186, 917, 1805]"
